"orderNumber","notificationDate","protectedAreaName","wikidataId","archiveLink","archiveMatchMethod","archiveIdentifier","archiveCollection","archiveCreator","archiveDate","archiveMinistry","archiveDepartment","archiveSubject","archiveGazetteSource","allmaps images","toposheet page","toposheet thumbnail","allmaps editor","tms"
"S.O. No. 5316(E)","2023-12-12","in the state of Gujarat",,"https://archive.org/details/in.gazette.central.e.2023-12-12.250630","description","in.gazette.central.e.2023-12-12.250630","gazetteofindia;JaiGyan","Government of India","2023-12-12","Ministry of Environment, Forest and Climate Change","ESZ Division","AMDNDMENT IN ESZ NOTIFICATION OF VANSDA NATIONAL PARK GUJARAT","https://egazette.gov.in/WriteReadData/2023/250630.pdf",,,,,
"S.O. No. 5316(E)","2023-12-12","Vansda National Park","Q2669063","https://archive.org/details/in.gazette.central.e.2023-12-12.250630","description","in.gazette.central.e.2023-12-12.250630","gazetteofindia;JaiGyan","Government of India","2023-12-12","Ministry of Environment, Forest and Climate Change","ESZ Division","AMDNDMENT IN ESZ NOTIFICATION OF VANSDA NATIONAL PARK GUJARAT","https://egazette.gov.in/WriteReadData/2023/250630.pdf",,,,,
"S.O. No. 5316(E)","2023-12-12","Amendment in the Final Notification of Eco-sensitive Zone around Vansda National Park, in the state of Gujarat",,,,,,,,,,,,,,,,
"S.O. No. 5397(E)","2024-12-13","Pranhita Wildlife Santuary","Q137801052","NONE",,,,,,,,,,,,,,
"S.O. No. 5471(E)","2024-12-18","KARNALA Wildlife Sanctuary","Q6372818","https://archive.org/details/in.gazette.central.e.2024-12-18.259522","description","in.gazette.central.e.2024-12-18.259522","gazetteofindia;JaiGyan","Government of India","2024-12-18","Ministry of Environment, Forest and Climate Change","ESZ Division","Amendment of ESZ around Karnala Wildlife Sanctuary Maharashtra","https://egazette.gov.in/WriteReadData/2024/259522.pdf",,,,,
"S.O. No. 555","2015-02-17","Netravali WLS","Q16887542","https://archive.org/details/in.gazette.central.e.2015-02-17.163095","title","in.gazette.central.e.2015-02-17.163095","gazetteofindia;JaiGyan","Government of India","2015-02-17","Ministry of Environment and Forests","Climate Change Division","The Central Govt. hereby notifies an area to an extent of one kilometre of land or the water body, whichever is nearer to the boundary of the Netravali Wildlife Sanctuary in the State of Goa, as the Eco-sensitive Zone(herein after referred to as Eco-sensitive Zone) details of which are as under.",,"https://editor.allmaps.org/images?url=https://iiif.archive.org/iiif/in.gazette.central.e.2015-02-17.163095/manifest.json&bg-preset=osm&bg-url=https://indianopenmaps.fly.dev/soi/osm/{z}/{x}/{y}.webp",,,,
"S.O. No. 5638(E)","2024-12-30","Lothain Island","Q6684762","NONE",,,,,,,,,,,,,,
"S.O. No. 5694(E)","2022-12-07","Kitam Bird Sanctuary","Q106257541","https://archive.org/details/in.gazette.central.e.2022-12-07.240872","description","in.gazette.central.e.2022-12-07.240872","gazetteofindia;JaiGyan","Government of India","2022-12-07","Ministry of Environment, Forest and Climate Change","ESZ Division","Amendment of Eco sensitive Zone around Kitam Bird Sanctuary Sikkim","https://egazette.nic.in/WriteReadData/2022/240872.pdf",,,,,
"S.O. No. 5702(E)","2022-12-07","Cotigao WLS","Q5175367","NONE",,,,,,,,,,,,,,
"S.O. No. 6014(E)","2022-12-22","Mount Harriet National Park","Q3091762","https://archive.org/details/in.gazette.central.e.2022-12-22.241352","description","in.gazette.central.e.2022-12-22.241352","gazetteofindia;JaiGyan","Government of India","2022-12-22","Ministry of Environment, Forest and Climate Change","ESZ Division","Amendment in Notification of ESZ around Mount Harriet National Park in the UT of Andaman and Nicobar Islands","https://egazette.nic.in/WriteReadData/2022/241352.pdf",,,,,
"S.O. No. 607","2015-02-23","Dr. Salim Ali Wildlife Sanctuary","Q4806672","NONE",,,,,,,,,,,,,,
"S.O. No.3028","2015-11-10","Kalsubai Harishchandragad WLS","Q137008662","https://archive.org/details/in.gazette.central.e.2015-11-10.166678","title","in.gazette.central.e.2015-11-10.166678","gazetteofindia;JaiGyan","Government of India","2015-11-10","Ministry of Environment, Forests and Climate Change",,"The following draft of the notification, which the Central Government proposes to issue in exercise of the powers conferred by sub section 1, read with clause v and clause xiv of sub section 2 and sub section 3 of section 3 of the Environment",,"https://editor.allmaps.org/images?url=https://iiif.archive.org/iiif/in.gazette.central.e.2015-11-10.166678/manifest.json&bg-preset=osm&bg-url=https://indianopenmaps.fly.dev/soi/osm/{z}/{x}/{y}.webp",,,,
"S.O. No.3028","2015-11-10","Kalsubai Harishchandragad WLS ESZ Notification","Q137008662",,,,,,,,,,,,,,,
"S.O.1166(E)","2016-03-21","Amchang Wildlife Sanctuary","Q19361617","https://archive.org/details/in.gazette.central.e.2016-03-21.168948","description","in.gazette.central.e.2016-03-21.168948","gazetteofindia;JaiGyan","Government of India","2016-03-21","Ministry of Environment, Forests and Climate Change","Not Applicable","The following draft of the notification which the Central Government proposes to issue in exercise of the powers conferred by sub section",,"https://editor.allmaps.org/images?url=https://iiif.archive.org/iiif/in.gazette.central.e.2016-03-21.168948/manifest.json&bg-preset=osm&bg-url=https://indianopenmaps.fly.dev/soi/osm/{z}/{x}/{y}.webp",,,,
"S.O.1193(E)","2021-03-12","Mount Harriet National Park","Q3091762","NONE",,,,,,,,,,,,,,
"S.O.1193(E)","2021-03-12","Campbell Bay National Park","Q2979693",,,,,,,,,,,,,,,
"S.O.1194(E)","2021-03-12","Galathea Bay National Park","Q2979723","NONE",,,,,,,,,,,,,,
"S.O.1194(E)","2021-03-12","Andaman & Nicobar Islands",,"NONE",,,,,,,,,,,,,,
"S.O.1194(E)","2021-03-12","Galathea Bay National Park, Andaman & Nicobar Islands","Q2979723",,,,,,,,,,,,,,,
"S.O.1196(E)","2021-03-12","Katepurna Wildlife Santuary","WIKIPEDIA:maharashtra:katepurna-wildlife-sanctuary","NONE",,,,,,,,,,,,,,
"S.O.1198(E)","2021-03-12","Kanha National Park Phen Sanctuary","Q1480481","NONE",,,,,,,,,,,,,,
"S.O.1247(E)","2016-03-29","Jaldapara National Park","Q3350362","https://archive.org/details/in.gazette.central.e.2016-03-29.168887","description","in.gazette.central.e.2016-03-29.168887","gazetteofindia;JaiGyan","Government of India","2016-03-29","Ministry of Environment, Forests and Climate Change","Not Applicable","The following draft of the notification which the Central Government proposes to issue in exercise of the powers",,"https://editor.allmaps.org/images?url=https://iiif.archive.org/iiif/in.gazette.central.e.2016-03-29.168887/manifest.json&bg-preset=osm&bg-url=https://indianopenmaps.fly.dev/soi/osm/{z}/{x}/{y}.webp",,,,
"S.O.1271(E)","2016-03-31","Ghughua Fossil National Park","Q5557523","https://archive.org/details/in.gazette.central.e.2016-03-31.168912","description","in.gazette.central.e.2016-03-31.168912","gazetteofindia;JaiGyan","Government of India","2016-03-31","Ministry of Environment, Forests and Climate Change","Not Applicable","The following draft of the notification which the Central Government proposes to issue in exercise of the powers conferred by subsection",,"https://editor.allmaps.org/images?url=https://iiif.archive.org/iiif/in.gazette.central.e.2016-03-31.168912/manifest.json&bg-preset=osm&bg-url=https://indianopenmaps.fly.dev/soi/osm/{z}/{x}/{y}.webp",,,,
"S.O.1272(E)","2016-03-31","Bagdara Wildlife Sanctuary","Q131995100","https://archive.org/details/in.gazette.central.e.2016-03-31.168963","description","in.gazette.central.e.2016-03-31.168963","gazetteofindia;JaiGyan","Government of India","2016-03-31","Ministry of Environment, Forests and Climate Change","Not Applicable","The following draft of the notification which the Central Government proposes to issue in exercise of the powers conferred by subsection",,"https://editor.allmaps.org/images?url=https://iiif.archive.org/iiif/in.gazette.central.e.2016-03-31.168963/manifest.json&bg-preset=osm&bg-url=https://indianopenmaps.fly.dev/soi/osm/{z}/{x}/{y}.webp",,,,
"S.O.1273(E)","2016-03-31","Ken Garial Wildlife Sanctuary","Q65090978","https://archive.org/details/in.gazette.central.e.2016-03-31.168934","title","in.gazette.central.e.2016-03-31.168934","gazetteofindia;JaiGyan","Government of India","2016-03-31","Ministry of Environment, Forests and Climate Change","Not Applicable","The following draft of the notification, which the Central Government proposes to issue in exercise of the powers conferred by sub section 1, read with clause v and clause xiv of subsection 2 and subsection 3 of section 3 of the Environment",,"https://editor.allmaps.org/images?url=https://iiif.archive.org/iiif/in.gazette.central.e.2016-03-31.168934/manifest.json&bg-preset=osm&bg-url=https://indianopenmaps.fly.dev/soi/osm/{z}/{x}/{y}.webp",,,,
"S.O.1274(E)","2016-03-31","Malai Mahadeshwara Wildlife Sanctuary","Q24948250","https://archive.org/details/in.gazette.central.e.2016-03-31.168935","title","in.gazette.central.e.2016-03-31.168935","gazetteofindia;JaiGyan","Government of India","2016-03-31","Ministry of Environment, Forests and Climate Change","Not Applicable","The following draft of the notification, which the Central Government proposes to issue in exercise of the powers conferred by subsection 1, read with clause v and clause xiv of subsection",,"https://editor.allmaps.org/images?url=https://iiif.archive.org/iiif/in.gazette.central.e.2016-03-31.168935/manifest.json&bg-preset=osm&bg-url=https://indianopenmaps.fly.dev/soi/osm/{z}/{x}/{y}.webp",,,,
"S.O.138(E)","2016-01-13","Kesarbagh Wildlife Sanctuary","Q135933288","NONE",,,,,,,,,,,,,,
"S.O.1394","2014-05-30","Bir Bhadson WLS","WIKIPEDIA:punjab:bir-bhadson-wildlife-sanctuary","NONE",,,,,,,,,,,,,,
"S.O.142(E)","2016-01-15","Talacauvery Wildlife Sanctuary","Q7678819","https://archive.org/details/in.gazette.central.e.2016-01-15.167675","description","in.gazette.central.e.2016-01-15.167675","gazetteofindia;JaiGyan","Government of India","2016-01-15","Ministry of Environment, Forests and Climate Change",,"The following draft of the notification, which the Central Government proposes to issue in exercise of the powers conferred by sub-section (1), read with clause",,"https://editor.allmaps.org/images?url=https://iiif.archive.org/iiif/in.gazette.central.e.2016-01-15.167675/manifest.json&bg-preset=osm&bg-url=https://indianopenmaps.fly.dev/soi/osm/{z}/{x}/{y}.webp",,,,
"S.O.1512","2015-06-09","Bhindawas Wildlife Sanctuary","Q16155392","https://archive.org/details/in.gazette.central.e.2015-06-09.164675","title","in.gazette.central.e.2015-06-09.164675","gazetteofindia;JaiGyan","Government of India","2015-06-09","Ministry of Environment and Forests","Climate Change Division","The Central Govt., proposes to issue in exercise of the powers conferred by sub-section (1), read with clause (v) and clause (xiv) of sub section (2) and sub section (3) of Section 3 of the Environment (Protection) Act, 1986 (29 of 1986) is hereby published, as required under sub rule (3) of rule 5 of the Environment (Protection) Rules, 1986.",,"https://editor.allmaps.org/images?url=https://iiif.archive.org/iiif/in.gazette.central.e.2015-06-09.164675/manifest.json&bg-preset=osm&bg-url=https://indianopenmaps.fly.dev/soi/osm/{z}/{x}/{y}.webp",,,,
"S.O.152(E)","2022-01-12","Khokhan Wildlife Sanctuary","WIKIPEDIA:himachal-pradesh:khokhan-wildlife-sanctuary","NONE",,,,,,,,,,,,,,
"S.O.1653(E)","2016-05-05","Shoolpaneshwar Wildlife Sanctuary","Q7500463","https://archive.org/details/in.gazette.central.e.2016-05-05.169507","title","in.gazette.central.e.2016-05-05.169507","gazetteofindia;JaiGyan","Government of India","2016-05-05","Ministry of Environment, Forests and Climate Change","Not Applicable","Whereas, a draft notification, declaring Ecosensitive Zone around Shoolpaneshwar Wildlife Sanctuary in Gujarat, was published in the Gazette of India, Extraordinary",,"https://editor.allmaps.org/images?url=https://iiif.archive.org/iiif/in.gazette.central.e.2016-05-05.169507/manifest.json&bg-preset=osm&bg-url=https://indianopenmaps.fly.dev/soi/osm/{z}/{x}/{y}.webp",,,,
"S.O.1690","2014-07-04","Kapilash Wildlife Sanctuary","Q28174315","https://archive.org/details/in.gazette.central.e.2014-07-04.160153","title","in.gazette.central.e.2014-07-04.160153","gazetteofindia;JaiGyan","Government of India","2014-07-04","Ministry of Environment and Forests",,"Draft Notification. Whereas, the Kapilash Wildlife Sanctuary lies in the Dhenkanal District of Odisha State within the KapilashReserve Forest covering an area of 125.50 sq.km without any human settlement.",,"https://editor.allmaps.org/images?url=https://iiif.archive.org/iiif/in.gazette.central.e.2014-07-04.160153/manifest.json&bg-preset=osm&bg-url=https://indianopenmaps.fly.dev/soi/osm/{z}/{x}/{y}.webp",,,,
"S.O.172(E)","2022-01-13","Col. Sher Jung National Park also known as Simbalbara National Park",,"NONE",,,,,,,,,,,,,,
"S.O.172(E)","2022-01-13","Simbalbara National Park","Q22080908",,,,,,,,,,,,,,,
"S.O.1777","2015-06-30","Melghat Tiger Reserve","Q2429161","https://archive.org/details/in.gazette.central.e.2015-06-30.165081","title","in.gazette.central.e.2015-06-30.165081","gazetteofindia;JaiGyan","Government of India","2015-06-30","Ministry of Environment, Forests and Climate Change",,"The Central Govt., proposes to issue in exercise of the powers conferred by sub-section (1), read with clause (v) and clause (xiv) of sub-section (2) and sub-section (3) of section 3 of the Environment (Protection) Act, 1986.",,"https://editor.allmaps.org/images?url=https://iiif.archive.org/iiif/in.gazette.central.e.2015-06-30.165081/manifest.json&bg-preset=osm&bg-url=https://indianopenmaps.fly.dev/soi/osm/{z}/{x}/{y}.webp",,,,
"S.O.1822(E)","2016-05-19","Kugti Wildlife Sanctuary","Q17067959","https://archive.org/details/in.gazette.central.e.2016-05-19.169768","title","in.gazette.central.e.2016-05-19.169768","gazetteofindia;JaiGyan","Government of India","2016-05-19","Ministry of Environment, Forests and Climate Change","Not Applicable","The following draft of the notification, which the Central Government proposes to issue in exercise of the powers conferred by sub section 1",,"https://editor.allmaps.org/images?url=https://iiif.archive.org/iiif/in.gazette.central.e.2016-05-19.169768/manifest.json&bg-preset=osm&bg-url=https://indianopenmaps.fly.dev/soi/osm/{z}/{x}/{y}.webp",,,,
"S.O.1973(E)","2016-06-03","Saman Bird Sanctuary","Q7408557","https://archive.org/details/in.gazette.central.e.2016-06-03.170040","description","in.gazette.central.e.2016-06-03.170040","gazetteofindia;JaiGyan","Government of India","2016-06-03","Ministry of Environment, Forests and Climate Change","Not Applicable","The following draft of the notification which the Central Government proposes to issue in exercise of the powers conferred by sub section",,"https://editor.allmaps.org/images?url=https://iiif.archive.org/iiif/in.gazette.central.e.2016-06-03.170040/manifest.json&bg-preset=osm&bg-url=https://indianopenmaps.fly.dev/soi/osm/{z}/{x}/{y}.webp",,,,
"S.O.1976(E)","2016-06-03","Sangla Valley Rakchham Chitkul Wildlife Sanctuary","Q137027173","https://archive.org/details/in.gazette.central.e.2016-06-03.170043","description","in.gazette.central.e.2016-06-03.170043","gazetteofindia;JaiGyan","Government of India","2016-06-03","Ministry of Environment, Forests and Climate Change","Not Applicable","The following draft of the notification which the Central Government proposes to issue in exercise of the powers conferred by sub",,"https://editor.allmaps.org/images?url=https://iiif.archive.org/iiif/in.gazette.central.e.2016-06-03.170043/manifest.json&bg-preset=osm&bg-url=https://indianopenmaps.fly.dev/soi/osm/{z}/{x}/{y}.webp",,,,
"S.O.210(E)","2022-01-17","Surinsar-Mansar Wildlife Sanctuary",,"NONE",,,,,,,,,,,,,,
"S.O.2117","2015-08-04","Mrugvani National Park","Q3092307","https://archive.org/details/in.gazette.central.e.2015-08-04.165556","title","in.gazette.central.e.2015-08-04.165556","gazetteofindia;JaiGyan","Government of India","2015-08-04","Ministry of Environment, Forests and Climate Change",,"The following draft of the notification, which the Central Govt., proposes to issue in exercise of the powers conferred by sub-section (1), read with clause (v) and clause (xiv) of sub-section (2) and sub-section (3) of Section 3 of the Environment (Protection) Act, 1986.",,"https://editor.allmaps.org/images?url=https://iiif.archive.org/iiif/in.gazette.central.e.2015-08-04.165556/manifest.json&bg-preset=osm&bg-url=https://indianopenmaps.fly.dev/soi/osm/{z}/{x}/{y}.webp",,,,
"S.O.213(E)","2022-01-17","Bor Tiger Reserve","Q4944241","NONE",,,,,,,,,,,,,,
"S.O.2141(E)","2022-05-06","Gulmarg Wildlife Sanctuary","Q102047437","NONE",,,,,,,,,,,,,,
"S.O.2141(E)","2022-05-06","Jammu & Kashmir",,"NONE",,,,,,,,,,,,,,
"S.O.2141(E)","2022-05-06","Gulmarg Wildlife Sanctuary, Jammu & Kashmir.","Q102047437",,,,,,,,,,,,,,,
